3.157557 0.185235 0.026781
0.567140 0.500236 0.005411
0.331707 0.295480 0.004913
0.622868 0.350248 0.007491
0.634251 0.551021 0.005355
0.444488 0.350022 0.003259
0.494555 0.350820 0.004225
0.386639 0.350824 0.003921
0.546888 0.350326 0.008099
0.555711 0.500483 0.008221
0.623679 0.550867 0.005122
0.683022 0.502171 0.005366
0.593634 0.501954 0.004040
0.605573 0.502347 0.004220
0.529434 0.350016 0.005334
0.675623 0.507848 0.005423
0.534622 0.152985 0.002138
0.493659 0.350401 0.003203
0.653168 0.350422 0.006283
0.649809 0.551707 0.004711
0.617120 0.350358 0.006424
1.135112 0.370698 0.008736
0.666419 0.503278 0.005105
0.532513 0.500232 0.004156
0.546397 0.205672 0.003580
0.560470 0.501119 0.003603
0.657965 0.501038 0.005462
0.595483 0.546426 0.001369
